"date","types","activities","heartRateStressScore","powerStressScore","runningStressScore","swimStressScore","finalStressScore","ctl","atl","tsb","zone","athleteSettings"
"2017-01-02","","","","","",,"",20.3,0.46,20.25,"Freshness",""
"2017-01-03","Run; Run","Evening Run; Night Run","","","",,"",19.82,0.4,19.84,"Freshness","Weight 62kg."
"2017-01-04","","","","","",,"",19.35,0.34,19.42,"Freshness",""
"2017-01-05","","","","","",,"",18.9,0.3,19.01,"Freshness",""
"2017-01-06","Run","Afternoon Run","","","",,"",18.45,0.26,18.6,"Freshness","Weight 62kg."
"2017-01-07","Run","Lunch Run","","","",,"",18.02,0.22,18.19,"Freshness","Weight 62kg."
"2017-01-08","","","","","",,"",17.6,0.19,17.79,"Freshness",""
"2017-01-09","","","","","",,"",17.18,0.17,17.4,"Freshness",""
"2017-01-10","Run; Run; Run","Evening Run; Night Run; Night Run",97.47,"","",,97.47,19.07,13.12,17.01,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-01-11","","","","","",,"",18.62,11.37,5.95,"Freshness",""
"2017-01-12","","","","","",,"",18.18,9.86,7.24,"Freshness",""
"2017-01-13","Run; Run; Run","Warm-up; J'ai la flemme; Night Run",69.92,"","",,69.92,19.4,17.85,8.32,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-01-14","Run","Fartlek",105.1,"","",,105.1,21.42,29.47,1.54,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-01-15","","","","","",,"",20.91,25.54,-8.06,"Neutral",""
"2017-01-16","","","","","",,"",20.42,22.14,-4.64,"Neutral",""
"2017-01-17","","","","","",,"",19.94,19.19,-1.73,"Neutral",""
"2017-01-18","Run; Run","Fartlek; Cool down","","","",,"",19.47,16.64,0.74,"Neutral","Weight 62kg."
"2017-01-19","","","","","",,"",19.01,14.42,2.83,"Neutral",""
"2017-01-20","","","","","",,"",18.57,12.5,4.58,"Neutral",""
"2017-01-21","Run","Afternoon Run",55.76,"","",,55.76,19.44,18.26,6.06,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-01-22","","","","","",,"",18.98,15.83,1.17,"Neutral",""
"2017-01-23","","","","","",,"",18.54,13.72,3.15,"Neutral",""
"2017-01-24","","","","","",,"",18.1,11.89,4.81,"Neutral",""
"2017-01-25","Run; Run; Run","Warm up; Fartlek aux particules fines; Night Run","","","",,"",17.67,10.31,6.2,"Freshness","Weight 62kg."
"2017-01-26","","","","","",,"",17.26,8.94,7.36,"Freshness",""
"2017-01-27","","","","","",,"",16.85,7.75,8.32,"Freshness",""
"2017-01-28","Run","Morning Run","","","",,"",16.46,6.71,9.1,"Freshness","Weight 62kg."
"2017-01-29","","","","","",,"",16.07,5.82,9.74,"Freshness",""
"2017-01-30","","","","","",,"",15.69,5.04,10.24,"Freshness",""
"2017-01-31","","","","","",,"",15.32,4.37,10.64,"Freshness",""
"2017-02-01","","","","","",,"",14.96,3.79,10.94,"Freshness",""
"2017-02-02","","","","","",,"",14.61,3.28,11.17,"Freshness",""
"2017-02-03","","","","","",,"",14.26,2.85,11.32,"Freshness",""
"2017-02-04","Run","Reprise post-flemmingite","","","",,"",13.93,2.47,11.41,"Freshness","Weight 62kg."
"2017-02-05","","","","","",,"",13.6,2.14,11.46,"Freshness",""
"2017-02-06","","","","","",,"",13.28,1.85,11.46,"Freshness",""
"2017-02-07","","","","","",,"",12.97,1.61,11.42,"Freshness",""
"2017-02-08","","","","","",,"",12.66,1.39,11.36,"Freshness",""
"2017-02-09","Run; Run; Run","Warm up; Fartlek; Night Run",77.2,"","",,77.2,14.18,11.48,11.27,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-02-10","","","","","",,"",13.85,9.95,2.69,"Neutral",""
"2017-02-11","Run","Afternoon Run","","","",,"",13.52,8.63,3.89,"Neutral","Weight 62kg."
"2017-02-12","Run","Footing 60'","","","",,"",13.2,7.48,4.89,"Neutral","Weight 62kg."
"2017-02-13","Run; Run","Evening Run; Night Run","","","",,"",12.89,6.48,5.72,"Freshness","Weight 62kg."
"2017-02-14","","","","","",,"",12.59,5.62,6.4,"Freshness",""
"2017-02-15","Run; Run","Footing 50'; Night Run","","","",,"",12.29,4.87,6.97,"Freshness","Weight 62kg."
"2017-02-16","","","","","",,"",12,4.22,7.42,"Freshness",""
"2017-02-17","Run; Run; Workout","Footing appuyé; Night Run; PPG","","","",,"",11.72,3.66,7.78,"Freshness","Weight 62kg."
"2017-02-18","Run","Le circuit des 25 bosses",240.03,"","",,240.03,17.09,35.12,8.06,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-02-19","","","","","",,"",16.69,30.45,-18.04,"Optimal",""
"2017-02-20","","","","","",,"",16.3,26.39,-13.76,"Optimal",""
"2017-02-21","Run; Run; Workout","Footing + LD; Night Run; Night Activity","","","",,"",15.91,22.88,-10.1,"Optimal","Weight 62kg."
"2017-02-22","Run; Run","Tentative de fractionné; Night Run",94.23,"","",,94.23,17.76,32.38,-6.97,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-02-23","","","","","",,"",17.34,28.07,-14.63,"Optimal",""
"2017-02-24","Workout","Night Activity","","","",,"",16.93,24.33,-10.73,"Optimal","Weight 62kg."
"2017-02-25","Ride","Test VO2 max","","","",,"",16.53,21.09,-7.41,"Neutral","Weight 62kg."
"2017-02-26","Ride; Run; Workout","Lunch Ride; Footing 60'; Afternoon Activity",197.4,"","",,197.4,20.79,44.56,-4.56,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-02-27","","","","","",,"",20.3,38.63,-23.78,"Optimal",""
"2017-02-28","","","","","",,"",19.82,33.49,-18.34,"Optimal",""
"2017-03-01","","","","","",,"",19.35,29.03,-13.67,"Optimal",""
"2017-03-02","Ride","Afternoon Ride",86.22,"","",,86.22,20.93,36.64,-9.68,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-03","","","","","",,"",20.43,31.76,-15.72,"Optimal",""
"2017-03-04","","","","","",,"",19.95,27.53,-11.33,"Optimal",""
"2017-03-05","Run; Workout","Afternoon Run; Night Activity",78.12,"","",,78.12,21.32,34.27,-7.58,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-06","Run; Run; Workout","Footing EF, ou pas.; Night Run; PPG",100.38,"","",,100.38,23.18,43.07,-12.95,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-07","Workout","PPG","","","",,"",22.64,37.34,-19.89,"Optimal","Weight 62kg."
"2017-03-08","Run; Workout","Footing 50'; PPG",88.75,"","",,88.75,24.19,44.18,-14.7,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-09","","","","","",,"",23.62,38.3,-19.99,"Optimal",""
"2017-03-10","","","","","",,"",23.07,33.2,-14.68,"Optimal",""
"2017-03-11","Run; Workout","Footing 60'; PPG",98.71,"","",,98.71,24.85,41.92,-10.14,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-12","Ride; Run","Lunch Ride; Footing 40'",164.89,"","",,164.89,28.14,58.29,-17.08,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-13","","","","","",,"",27.48,50.53,-30.15,"Overload",""
"2017-03-14","","","","","",,"",26.83,43.8,-23.06,"Optimal",""
"2017-03-15","Run; Run","Evening Run; Night Run","","","",,"",26.2,37.97,-16.97,"Optimal","Weight 62kg."
"2017-03-16","","","","","",,"",25.59,32.92,-11.77,"Optimal",""
"2017-03-17","","","","","",,"",24.98,28.53,-7.34,"Neutral",""
"2017-03-18","Run","Rodage des Superior 3.0","","","",,"",24.4,24.73,-3.55,"Neutral","Weight 62kg."
"2017-03-19","Ride; Run; Run","Lunch Ride; Afternoon Run; Afternoon Run",189.07,"","",,189.07,28.27,46.61,-0.34,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-20","Workout","PPG + Cold 10'","","","",,"",27.6,40.4,-18.35,"Optimal","Weight 62kg."
"2017-03-21","Workout","PPG","","","",,"",26.95,35.03,-12.81,"Optimal","Weight 62kg."
"2017-03-22","Workout","Compex endurance quadriceps","","","",,"",26.32,30.36,-8.08,"Neutral","Weight 62kg."
"2017-03-23","Run; Run","Evening Run; Night Run",123.32,"","",,123.32,28.6,42.74,-4.05,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-24","","","","","",,"",27.93,37.05,-14.14,"Optimal",""
"2017-03-25","Run; Ride","Morning Run; Afternoon Ride",78.96,"","",,78.96,29.13,42.63,-9.12,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-03-26","","","","","",,"",28.45,36.95,-13.5,"Optimal",""
"2017-03-27","","","","","",,"",27.78,32.03,-8.51,"Neutral",""
"2017-03-28","Ride; Run; Run; Run","Evening Ride; Evening Run; Evening Run; Night Run","","","",,"",27.12,27.77,-4.26,"Neutral","Weight 62kg."
"2017-03-29","","","","","",,"",26.48,24.07,-0.65,"Neutral",""
"2017-03-30","","","","","",,"",25.86,20.87,2.41,"Neutral",""
"2017-03-31","","","","","",,"",25.25,18.09,4.99,"Neutral",""
"2017-04-01","Run","Afternoon Run","","","",,"",24.66,15.68,7.16,"Freshness","Weight 62kg."
"2017-04-02","Run; Workout","Afternoon Run; Afternoon Activity","","","",,"",24.08,13.59,8.97,"Freshness","Weight 62kg."
"2017-04-03","","","","","",,"",23.51,11.78,10.48,"Freshness",""
"2017-04-04","Workout","Night Activity","","","",,"",22.96,10.21,11.73,"Freshness","Weight 62kg."
"2017-04-05","","","","","",,"",22.42,8.85,12.74,"Freshness",""
"2017-04-06","","","","","",,"",21.89,7.67,13.56,"Freshness",""
"2017-04-07","","","","","",,"",21.37,6.65,14.21,"Freshness",""
"2017-04-08","","","","","",,"",20.87,5.76,14.72,"Freshness",""
"2017-04-09","Run; Run","Morning Run; Marathon de Paris - malade, DNF.","","","",,"",20.38,5,15.1,"Freshness","Weight 62kg."
"2017-04-10","","","","","",,"",19.9,4.33,15.38,"Freshness",""
"2017-04-11","","","","","",,"",19.43,3.75,15.56,"Freshness",""
"2017-04-12","Ride; Ride; Run","Afternoon Ride; Evening Ride; Evening Run","","","",,"",18.98,3.25,15.67,"Freshness","Weight 62kg."
"2017-04-13","Ride; Ride","Morning Ride; Evening Ride","","","",,"",18.53,2.82,15.72,"Freshness","Weight 62kg."
"2017-04-14","","","","","",,"",18.09,2.44,15.7,"Freshness",""
"2017-04-15","","","","","",,"",17.67,2.12,15.64,"Freshness",""
"2017-04-16","Ride; Ride","Night Ride; Afternoon Ride","","","",,"",17.25,1.83,15.54,"Freshness","Weight 62kg."
"2017-04-17","Ride","Afternoon Ride",5.41,"","",,5.41,16.97,2.31,15.41,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-04-18","Ride; Ride","Morning Ride; Evening Ride","","","",,"",16.57,2,14.66,"Freshness","Weight 62kg."
"2017-04-19","","","","","",,"",16.18,1.74,14.57,"Freshness",""
"2017-04-20","","","","","",,"",15.8,1.5,14.44,"Freshness",""
"2017-04-21","","","","","",,"",15.43,1.3,14.29,"Freshness",""
"2017-04-22","Ride; Ride; Ride; Run","Lunch Ride; Lunch Ride; Recovery; Afternoon Run",214.1,"","",,214.1,20.1,29.63,14.12,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-04-23","Ride","Afternoon Ride",58.84,"","",,58.84,21.02,33.52,-9.53,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-04-24","Ride; Ride","Morning Ride; Afternoon Ride","","","",,"",20.52,29.06,-12.51,"Optimal","Weight 62kg."
"2017-04-25","","","","","",,"",20.04,25.19,-8.54,"Neutral",""
"2017-04-26","Run; Run; Workout; Workout","Tempo Run; Cool down; PPG; Cold bath","","","",,"",19.57,21.83,-5.15,"Neutral","Weight 62kg."
"2017-04-27","","","","","",,"",19.11,18.93,-2.27,"Neutral",""
"2017-04-28","Run; Run","20' + 40 * 100m ""cool"" R=100m; Recovery",191.68,"","",,191.68,23.17,41.92,0.17,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-04-29","Ride; Ride; Ride; Run","Go to Longchamp; Longchamp, recovery; Back from Longchamp; Footing 40'",145.89,"","",,145.89,26.05,55.76,-18.76,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-04-30","","","","","",,"",25.44,48.34,-29.72,"Optimal",""
"2017-05-01","Ride","Evening Ride","","","",,"",24.84,41.9,-22.9,"Optimal","Weight 62kg."
"2017-05-02","Run; Run; Run; Workout","Evening Run; Evening Run; Recovery; Cold bath","","","",,"",24.26,36.33,-17.07,"Optimal","Weight 62kg."
"2017-05-03","","","","","",,"",23.69,31.49,-12.07,"Optimal",""
"2017-05-04","","","","","",,"",23.13,27.3,-7.81,"Neutral",""
"2017-05-05","Run; Run","Footing, progressif; Recovery",140.11,"","",,140.11,25.88,42.31,-4.17,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-06","Run","Afternoon Run","","","",,"",25.27,36.68,-16.44,"Optimal","Weight 62kg."
"2017-05-07","Ride; Ride; Ride","Lunch Ride; Lunch Ride; Lunch Ride",86.53,"","",,86.53,26.71,43.32,-11.41,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-08","Run; Ride; Ride; Ride; Workout","Night Run; Afternoon Ride; Oublier son windstopper, grosse erreur.; Afternoon Ride; Cold bath",46.89,"","",,46.89,27.19,43.79,-16.61,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-09","","","","","",,"",26.55,37.96,-16.61,"Optimal",""
"2017-05-10","","","","","",,"",25.92,32.91,-11.42,"Optimal",""
"2017-05-11","Run; Workout","Night Run; Night Activity","","","",,"",25.31,28.53,-6.99,"Neutral","Weight 62kg."
"2017-05-12","Run","Evening Run",77.96,"","",,77.96,26.55,35.11,-3.22,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-13","Ride; Ride; Ride; Ride; Ride","Afternoon Ride; Afternoon Ride; Evening Ride; EZ ride, recovery; Evening Ride","","","",,"",25.93,30.43,-8.56,"Neutral","Weight 62kg."
"2017-05-14","Ride","""Disons que toi tu fais du vélo, moi je fais du cyclisme ...""","","","",,"",25.32,26.38,-4.51,"Neutral","Weight 62kg."
"2017-05-15","","","","","",,"",24.72,22.87,-1.07,"Neutral",""
"2017-05-16","Ride; Ride","Hawt afternoon Ride; Evening Ride",112.36,"","",,112.36,26.78,34.78,1.85,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-17","","","","","",,"",26.15,30.15,-8,"Neutral",""
"2017-05-18","","","","","",,"",25.54,26.14,-4,"Neutral",""
"2017-05-19","","","","","",,"",24.94,22.66,-0.6,"Neutral",""
"2017-05-20","Ride","Afternoon Ride",102.48,"","",,102.48,26.76,33.28,2.28,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-21","Ride; Ride","Lunch Ride; EZ ride, recovery",107.3,"","",,107.3,28.66,43.14,-6.53,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-22","","","","","",,"",27.98,37.39,-14.49,"Optimal",""
"2017-05-23","","","","","",,"",27.32,32.41,-9.42,"Neutral",""
"2017-05-24","Run","Morning Run","","","",,"",26.68,28.1,-5.1,"Neutral","Weight 62kg."
"2017-05-25","","","","","",,"",26.05,24.36,-1.42,"Neutral",""
"2017-05-26","Run; Run","Azores Trail Run - Pico Vertical Kilometer; Morning Run",145.76,"","",,145.76,28.87,40.52,1.69,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-27","Run","Azores Trail Run - Faial Costa a Costa",407.94,"","",,407.94,37.79,89.43,-11.66,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-05-28","","","","","",,"",36.9,77.53,-51.65,"Overload",""
"2017-05-29","","","","","",,"",36.03,67.2,-40.63,"Overload",""
"2017-05-30","","","","","",,"",35.18,58.26,-31.18,"Overload",""
"2017-05-31","Workout; Run","Evening Activity; Décrassage + Rodage des Lone peak","","","",,"",34.35,50.5,-23.08,"Optimal","Weight 62kg."
"2017-06-01","Run; Workout; Workout","Evening Run; Stretching; Cold bath","","","",,"",33.55,43.78,-16.15,"Optimal","Weight 62kg."
"2017-06-02","Run; Workout; Workout","Recovery; Night Activity; Cold bath",4.31,"","",,4.31,32.86,38.52,-10.24,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-03","Ride; Ride; Ride","Afternoon Ride; Afternoon Ride; Afternoon Ride",36.97,"","",,36.97,32.96,38.32,-5.67,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-04","","","","","",,"",32.18,33.22,-5.37,"Neutral",""
"2017-06-05","Ride; Workout","Afternoon Ride; Cold bath",116.7,"","",,116.7,34.17,44.33,-1.04,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-06","Run","Se faire virer du parc.","","","",,"",33.36,38.43,-10.17,"Optimal","Weight 62kg."
"2017-06-07","Run","Rodage de mes Lone Peak",55.8,"","",,55.8,33.89,40.74,-5.07,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-08","Run; Workout","Evening Run; Cold bath","","","",,"",33.09,35.32,-6.85,"Neutral","Weight 62kg."
"2017-06-09","","","","","",,"",32.32,30.61,-2.23,"Neutral",""
"2017-06-10","Ride; Ride","Afternoon Ride; Evening Ride",146.83,"","",,146.83,35.01,46.08,1.7,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-11","Run; Ride; Hike; Workout","Footing 50'; Crevaison.; Crevaison, retour à pied; Cold bath",121.25,"","",,121.25,37.04,56.09,-11.08,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-12","Ride; Ride","Morning Ride; Afternoon Ride","","","",,"",36.17,48.62,-19.06,"Optimal","Weight 62kg."
"2017-06-13","","","","","",,"",35.32,42.15,-12.46,"Optimal",""
"2017-06-14","","","","","",,"",34.49,36.54,-6.84,"Neutral",""
"2017-06-15","","","","","",,"",33.67,31.67,-2.06,"Neutral",""
"2017-06-16","","","","","",,"",32.88,27.46,2,"Neutral",""
"2017-06-17","Run","Ecotrail® Stockholm 45 Km",404.22,"","",,404.22,41.62,77.61,5.42,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-18","","","","","",,"",40.64,67.28,-36,"Overload",""
"2017-06-19","","","","","",,"",39.68,58.32,-26.64,"Optimal",""
"2017-06-20","","","","","",,"",38.75,50.56,-18.64,"Optimal",""
"2017-06-21","","","","","",,"",37.84,43.83,-11.81,"Optimal",""
"2017-06-22","","","","","",,"",36.95,37.99,-5.99,"Neutral",""
"2017-06-23","","","","","",,"",36.08,32.93,-1.05,"Neutral",""
"2017-06-24","","","","","",,"",35.23,28.55,3.14,"Neutral",""
"2017-06-25","Run","Evening Run","","","",,"",34.4,24.75,6.68,"Freshness","Weight 62kg."
"2017-06-26","Run; Run","Evening Run; Evening Run","","","",,"",33.59,21.45,9.65,"Freshness","Weight 62kg."
"2017-06-27","Ride","Evening Ride",83.13,"","",,83.13,34.76,29.66,12.13,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-06-28","","","","","",,"",33.94,25.71,5.09,"Freshness",""
"2017-06-29","","","","","",,"",33.14,22.29,8.22,"Freshness",""
"2017-06-30","","","","","",,"",32.36,19.32,10.84,"Freshness",""
"2017-07-01","","","","","",,"",31.6,16.75,13.03,"Freshness",""
"2017-07-02","Ride","Afternoon Ride",70.74,"","",,70.74,32.52,23.94,14.84,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-03","","","","","",,"",31.75,20.75,8.58,"Freshness",""
"2017-07-04","Run; Run","Evening Run; Night Run",114.43,"","",,114.43,33.7,33.22,11,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-05","","","","","",,"",32.91,28.8,0.47,"Neutral",""
"2017-07-06","","","","","",,"",32.13,24.96,4.1,"Neutral",""
"2017-07-07","Run; Run","Quelques lignes droites ...; Night Run","","","",,"",31.38,21.64,7.16,"Freshness","Weight 62kg."
"2017-07-08","Ride; Run","Afternoon Ride; Evening Run",203.64,"","",,203.64,35.43,45.87,9.73,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-09","Workout","Night Activity","","","",,"",34.6,39.76,-10.44,"Optimal","Weight 62kg."
"2017-07-10","","","","","",,"",33.78,34.47,-5.17,"Neutral",""
"2017-07-11","","","","","",,"",32.99,29.88,-0.69,"Neutral",""
"2017-07-12","","","","","",,"",32.21,25.9,3.1,"Neutral",""
"2017-07-13","","","","","",,"",31.45,22.45,6.3,"Freshness",""
"2017-07-14","","","","","",,"",30.71,19.46,9,"Freshness",""
"2017-07-15","Run","Il court sur l'eau.","","","",,"",29.99,16.87,11.24,"Freshness","Weight 62kg."
"2017-07-16","","","","","",,"",29.28,14.62,13.11,"Freshness",""
"2017-07-17","Ride","Evening Ride",121.06,"","",,121.06,31.44,28.79,14.65,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-18","","","","","",,"",30.7,24.96,2.64,"Neutral",""
"2017-07-19","Ride","Evening Ride",89.46,"","",,89.46,32.09,33.55,5.74,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-20","","","","","",,"",31.33,29.08,-1.47,"Neutral",""
"2017-07-21","Ride; Run","Evening Ride; Night Run",117.92,"","",,117.92,33.37,40.91,2.25,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-22","Run","Afternoon Run",84.02,"","",,84.02,34.56,46.64,-7.54,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-23","Run","Evening Run",116.1,"","",,116.1,36.48,55.89,-12.09,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-24","","","","","",,"",35.62,48.45,-19.42,"Optimal",""
"2017-07-25","","","","","",,"",34.78,42,-12.84,"Optimal",""
"2017-07-26","","","","","",,"",33.96,36.41,-7.22,"Neutral",""
"2017-07-27","","","","","",,"",33.16,31.56,-2.45,"Neutral",""
"2017-07-28","Ride","Evening Ride",112.08,"","",,112.08,35.02,42.28,1.6,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-29","Run; Ride","Lunch Run; Afternoon Ride",137.99,"","",,137.99,37.44,55.02,-7.26,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-30","Ride","Recovery Ride",45.6,"","",,45.6,37.63,53.77,-17.58,"Optimal","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-07-31","","","","","",,"",36.75,46.61,-16.14,"Optimal",""
"2017-08-01","","","","","",,"",35.88,40.4,-9.86,"Neutral",""
"2017-08-02","Ride","Evening Ride",85.83,"","",,85.83,37.06,46.45,-4.52,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-03","Run","Evening Run","","","",,"",36.19,40.27,-9.4,"Neutral","Weight 62kg."
"2017-08-04","","","","","",,"",35.34,34.91,-4.08,"Neutral",""
"2017-08-05","Run; Ride","Footing 45'; Post-run afternoon Ride",206.14,"","",,206.14,39.35,57.7,0.43,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-06","Run","Afternoon Run","","","",,"",38.43,50.02,-18.35,"Optimal","Weight 62kg."
"2017-08-07","","","","","",,"",37.52,43.36,-11.6,"Optimal",""
"2017-08-08","","","","","",,"",36.64,37.59,-5.84,"Neutral",""
"2017-08-09","","","","","",,"",35.78,32.58,-0.95,"Neutral",""
"2017-08-10","","","","","",,"",34.94,28.24,3.19,"Neutral",""
"2017-08-11","","","","","",,"",34.12,24.48,6.69,"Freshness",""
"2017-08-12","Ride","EZ Post-opération Afternoon Ride 💉 🐹 💊 ",140.96,"","",,140.96,36.63,39.99,9.63,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-13","Run","Long run, cool",158.41,"","",,158.41,39.49,55.75,-3.37,"Neutral","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-14","Ride","Kewl Evening Ride","","","",,"",38.57,48.33,-16.26,"Optimal","Weight 62kg."
"2017-08-15","Ride; Ride","Morning Ride; Afternoon Ride","","","",,"",37.66,41.9,-9.77,"Neutral","Weight 62kg."
"2017-08-16","","","","","",,"",36.77,36.32,-4.24,"Neutral",""
"2017-08-17","Run; Run","Evening Run 🌧 🐌; Evening Run","","","",,"",35.91,31.48,0.45,"Neutral","Weight 62kg."
"2017-08-18","Run; Run","Check if my ultra-trailer legs still work ⛰ 🏃; Evening Run","","","",,"",35.06,27.29,4.42,"Neutral","Weight 62kg."
"2017-08-19","Ride; Run; Workout","Lunch Ride 🚲  🍃; Endurance; Proprioception",153.5,"","",,153.5,37.85,44.09,7.76,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-20","Run; Workout","Evening light Run; Proprioception","","","",,"",36.96,38.22,-6.25,"Neutral","Weight 62kg."
"2017-08-21","","","","","",,"",36.09,33.13,-1.27,"Neutral",""
"2017-08-22","","","","","",,"",35.24,28.72,2.95,"Neutral",""
"2017-08-23","Run","Tiny Evening Run 🐣","","","",,"",34.41,24.9,6.51,"Freshness","Weight 62kg."
"2017-08-24","Run; Workout","Treadmill 🔥 💧; Treadmill ",62.91,"","",,62.91,35.08,29.96,9.51,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-25","","","","","",,"",34.25,25.97,5.12,"Freshness",""
"2017-08-26","Ride","Light afternoon Ride, carence en fer 😟  💉",52.66,"","",,52.66,34.69,29.52,8.28,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-08-27","Run","Je fais du jus, je m’affûte, je surcompense, appel cela comme tu veux. 🏃🍝 🛌","","","",,"",33.87,25.59,5.16,"Freshness","Weight 62kg."
"2017-08-28","","","","","",,"",33.07,22.18,8.27,"Freshness",""
"2017-08-29","","","","","",,"",32.3,19.23,10.88,"Freshness",""
"2017-08-30","","","","","",,"",31.54,16.67,13.06,"Freshness",""
"2017-08-31","","","","","",,"",30.79,14.45,14.86,"Freshness",""
"2017-09-01","","","","","",,"",30.07,12.53,16.34,"Freshness",""
"2017-09-02","","","","","",,"",29.36,10.86,17.54,"Freshness",""
"2017-09-03","","","","","",,"",28.67,9.41,18.5,"Freshness",""
"2017-09-04","Run","Easy Afternoon Run 🇨🇦","","","",,"",28,8.16,19.25,"Freshness","Weight 62kg."
"2017-09-05","Ride","Kewl Afternoon Ride 🇨🇦🚲","","","",,"",27.34,7.07,19.83,"Freshness","Weight 62kg."
"2017-09-06","","","","","",,"",26.69,6.13,20.26,"Freshness",""
"2017-09-07","","","","","",,"",26.07,5.31,20.56,"Freshness",""
"2017-09-08","Hike; Hike","Morning Hike; Lunch Hike","","","",,"",25.45,4.6,20.75,"Freshness","Weight 62kg."
"2017-09-09","Run; Run","UTHC Warm-up; UTHC 65",794.94,"","",,794.94,43.56,109.82,20.84,"Freshness","MaxHr 190bpm. RestHr 60bpm. Weight 62kg."
"2017-09-10","","","","","",,"",42.53,95.2,-66.26,"Overload",""
